001	001	Bulbasaur	45	49	49	65	65	45	318	53
002	002	Ivysaur	60	62	63	80	80	60	405	67.5
003	003	Venusaur	80	82	83	100	100	80	525	87.5
004	004	Charmander	39	52	43	60	50	65	309	51.5
005	005	Charmeleon	58	64	58	80	65	80	405	67.5
006	006	Charizard	78	84	78	109	85	100	534	89
007	007	Squirtle	44	48	65	50	64	43	314	52.33
008	008	Wartortle	59	63	80	65	80	58	405	67.5
009	009	Blastoise	79	83	100	85	105	78	530	88.33
010	010	Caterpie	45	30	35	20	20	45	195	32.5
011	011	Metapod	50	20	55	25	25	30	205	34.17
012	012	Butterfree	60	45	50	90	80	70	395	65.83
013	013	Weedle	40	35	30	20	20	50	195	32.5
014	014	Kakuna	45	25	50	25	25	35	205	34.17
015	015	Beedrill	65	90	40	45	80	75	395	65.83
016	016	Pidgey	40	45	40	35	35	56	251	41.83
017	017	Pidgeotto	63	60	55	50	50	71	349	58.17
018	018	Pidgeot	83	80	75	70	70	101	479	79.83
019	019	Rattata	30	56	35	25	35	72	253	42.17
020	020	Raticate	55	81	60	50	70	97	413	68.83
021	021	Spearow	40	60	30	31	31	70	262	43.67
022	022	Fearow	65	90	65	61	61	100	442	73.67
023	023	Ekans	35	60	44	40	54	55	288	48
024	024	Arbok	60	95	69	65	79	80	448	74.67
025	025	Pikachu	35	55	40	50	50	90	320	53.33
026	026	Raichu	60	90	55	90	80	110	485	80.83
027	027	Sandshrew	50	75	85	20	30	40	300	50
028	028	Sandslash	75	100	110	45	55	65	450	75
029	029	Nidoran?	55	47	52	40	40	41	275	45.83
030	030	Nidorina	70	62	67	55	55	56	365	60.83
031	031	Nidoqueen	90	92	87	75	85	76	505	84.17
032	032	Nidoran?	46	57	40	40	40	50	273	45.5
033	033	Nidorino	61	72	57	55	55	65	365	60.83
034	034	Nidoking	81	102	77	85	75	85	505	84.17
035	035	Clefairy	70	45	48	60	65	35	323	53.83
036	036	Clefable	95	70	73	95	90	60	483	80.5
037	037	Vulpix	38	41	40	50	65	65	299	49.83
038	038	Ninetales	73	76	75	81	100	100	505	84.17
039	039	Jigglypuff	115	45	20	45	25	20	270	45
040	040	Wigglytuff	140	70	45	85	50	45	435	72.5
041	041	Zubat	40	45	35	30	40	55	245	40.83
042	042	Golbat	75	80	70	65	75	90	455	75.83
043	043	Oddish	45	50	55	75	65	30	320	53.33
044	044	Gloom	60	65	70	85	75	40	395	65.83
045	045	Vileplume	75	80	85	110	90	50	490	81.67
046	046	Paras	35	70	55	45	55	25	285	47.5
047	047	Parasect	60	95	80	60	80	30	405	67.5
048	048	Venonat	60	55	50	40	55	45	305	50.83
049	049	Venomoth	70	65	60	90	75	90	450	75
050	050	Diglett	10	55	25	35	45	95	265	44.17
051	051	Dugtrio	35	100	50	50	70	120	425	70.83
052	052	Meowth	40	45	35	40	40	90	290	48.33
053	053	Persian	65	70	60	65	65	115	440	73.33
054	054	Psyduck	50	52	48	65	50	55	320	53.33
055	055	Golduck	80	82	78	95	80	85	500	83.33
056	056	Mankey	40	80	35	35	45	70	305	50.83
057	057	Primeape	65	105	60	60	70	95	455	75.83
058	058	Growlithe	55	70	45	70	50	60	350	58.33
059	059	Arcanine	90	110	80	100	80	95	555	92.5
060	060	Poliwag	40	50	40	40	40	90	300	50
061	061	Poliwhirl	65	65	65	50	50	90	385	64.17
062	062	Poliwrath	90	95	95	70	90	70	510	85
063	063	Abra	25	20	15	105	55	90	310	51.67
064	064	Kadabra	40	35	30	120	70	105	400	66.67
065	065	Alakazam	55	50	45	135	95	120	500	83.33
066	066	Machop	70	80	50	35	35	35	305	50.83
067	067	Machoke	80	100	70	50	60	45	405	67.5
068	068	Machamp	90	130	80	65	85	55	505	84.17
069	069	Bellsprout	50	75	35	70	30	40	300	50
070	070	Weepinbell	65	90	50	85	45	55	390	65
071	071	Victreebel	80	105	65	100	70	70	490	81.67
072	072	Tentacool	40	40	35	50	100	70	335	55.83
073	073	Tentacruel	80	70	65	80	120	100	515	85.83
074	074	Geodude	40	80	100	30	30	20	300	50
075	075	Graveler	55	95	115	45	45	35	390	65
076	076	Golem	80	120	130	55	65	45	495	82.5
077	077	Ponyta	50	85	55	65	65	90	410	68.33
078	078	Rapidash	65	100	70	80	80	105	500	83.33
079	079	Slowpoke	90	65	65	40	40	15	315	52.5
080	080	Slowbro	95	75	110	100	80	30	490	81.67
081	081	Magnemite	25	35	70	95	55	45	325	54.17
082	082	Magneton	50	60	95	120	70	70	465	77.5
083	083	Farfetch'd	52	90	55	58	62	60	377	62.83
084	084	Doduo	35	85	45	35	35	75	310	51.67
085	085	Dodrio	60	110	70	60	60	110	470	78.33
086	086	Seel	65	45	55	45	70	45	325	54.17
087	087	Dewgong	90	70	80	70	95	70	475	79.17
088	088	Grimer	80	80	50	40	50	25	325	54.17
089	089	Muk	105	105	75	65	100	50	500	83.33
090	090	Shellder	30	65	100	45	25	40	305	50.83
091	091	Cloyster	50	95	180	85	45	70	525	87.5
092	092	Gastly	30	35	30	100	35	80	310	51.67
093	093	Haunter	45	50	45	115	55	95	405	67.5
094	094	Gengar	60	65	60	130	75	110	500	83.33
095	095	Onix	35	45	160	30	45	70	385	64.17
096	096	Drowzee	60	48	45	43	90	42	328	54.67
097	097	Hypno	85	73	70	73	115	67	483	80.5
098	098	Krabby	30	105	90	25	25	50	325	54.17
099	099	Kingler	55	130	115	50	50	75	475	79.17
100	100	Voltorb	40	30	50	55	55	100	330	55
101	101	Electrode	60	50	70	80	80	150	490	81.67
102	102	Exeggcute	60	40	80	60	45	40	325	54.17
103	103	Exeggutor	95	95	85	125	75	55	530	88.33
104	104	Cubone	50	50	95	40	50	35	320	53.33
105	105	Marowak	60	80	110	50	80	45	425	70.83
106	106	Hitmonlee	50	120	53	35	110	87	455	75.83
107	107	Hitmonchan	50	105	79	35	110	76	455	75.83
108	108	Lickitung	90	55	75	60	75	30	385	64.17
109	109	Koffing	40	65	95	60	45	35	340	56.67
110	110	Weezing	65	90	120	85	70	60	490	81.67
111	111	Rhyhorn	80	85	95	30	30	25	345	57.5
112	112	Rhydon	105	130	120	45	45	40	485	80.83
113	113	Chansey	250	5	5	35	105	50	450	75
114	114	Tangela	65	55	115	100	40	60	435	72.5
115	115	Kangaskhan	105	95	80	40	80	90	490	81.67
116	116	Horsea	30	40	70	70	25	60	295	49.17
117	117	Seadra	55	65	95	95	45	85	440	73.33
118	118	Goldeen	45	67	60	35	50	63	320	53.33
119	119	Seaking	80	92	65	65	80	68	450	75
120	120	Staryu	30	45	55	70	55	85	340	56.67
121	121	Starmie	60	75	85	100	85	115	520	86.67
122	122	Mr. Mime	40	45	65	100	120	90	460	76.67
123	123	Scyther	70	110	80	55	80	105	500	83.33
124	124	Jynx	65	50	35	115	95	95	455	75.83
125	125	Electabuzz	65	83	57	95	85	105	490	81.67
126	126	Magmar	65	95	57	100	85	93	495	82.5
127	127	Pinsir	65	125	100	55	70	85	500	83.33
128	128	Tauros	75	100	95	40	70	110	490	81.67
129	129	Magikarp	20	10	55	15	20	80	200	33.33
130	130	Gyarados	95	125	79	60	100	81	540	90
131	131	Lapras	130	85	80	85	95	60	535	89.17
132	132	Ditto	48	48	48	48	48	48	288	48
133	133	Eevee	55	55	50	45	65	55	325	54.17
134	134	Vaporeon	130	65	60	110	95	65	525	87.5
135	135	Jolteon	65	65	60	110	95	130	525	87.5
136	136	Flareon	65	130	60	95	110	65	525	87.5
137	137	Porygon	65	60	70	85	75	40	395	65.83
138	138	Omanyte	35	40	100	90	55	35	355	59.17
139	139	Omastar	70	60	125	115	70	55	495	82.5
140	140	Kabuto	30	80	90	55	45	55	355	59.17
141	141	Kabutops	60	115	105	65	70	80	495	82.5
142	142	Aerodactyl	80	105	65	60	75	130	515	85.83
143	143	Snorlax	160	110	65	65	110	30	540	90
144	144	Articuno	90	85	100	95	125	85	580	96.67
145	145	Zapdos	90	90	85	125	90	100	580	96.67
146	146	Moltres	90	100	90	125	85	90	580	96.67
147	147	Dratini	41	64	45	50	50	50	300	50
148	148	Dragonair	61	84	65	70	70	70	420	70
149	149	Dragonite	91	134	95	100	100	80	600	100
150	150	Mewtwo	106	110	90	154	90	130	680	113.33
151	151	Mew	100	100	100	100	100	100	600	100
